filename,apple,basil,bitter gourd,bread,brinjal,butter,cabbage,capsicum,carrots,cauliflower,chillies,coriander,cucumber,egg,garlic,ginger,lemon,lettuce,milk,okra,onion,potato,pumpkin,tomato,watermelon
20231208_225028_jpg.rf.4efe5c64bf4ca36dd1d52e3a0402719a.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
20230928_094656_jpg.rf.5618e3cf20bc74ece92fa7b010431757.jpg,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
IMG_3264_jpg.rf.edae05c165bdf90affb1c4502e77d76b.jpg,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
20231120_164527_jpg.rf.197477a4b324e65059735a5f1d5cf057.jpg,0,0,0,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,0,1,0,1,0
IMG_2404_JPEG.rf.a4b6f66b765b991f2d8d39c662811991.jpg,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
IMG_4449_jpg.rf.41295f13d264ae280d8db2e8a5acbf30.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
IMG_0526_JPEG.rf.31ac3ea823063b967375af0bb9d9fe6b.jpg,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1
IMG_0695_JPEG.rf.62f976c6b382293d69d2a2c0cb0d330b.jpg,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
IMG_20231001_132447_jpg.rf.8efd3aad2eb8a5492cca620faaab96e4.jpg,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0
IMG_0729_JPEG.rf.6c7bb8d143b527c4665844b81d72e940.jpg,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
ddb2f25a-872b-4a38-94e9-39531fc288e1_JPG.rf.3606383be38ecd30fc8cd5d4be944807.jpg,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
20231121_202444_jpg.rf.e41ce11ba4b3922eb547b69b6f0e69d4.jpg,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
IMG_2859_jpg.rf.379006725212508951152864cc9e5fde.jpg,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
20230925_091113_jpg.rf.9802df4fc4a7296dec36ea69e7be7ffe.jpg,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0
IMG_20231213_173222_jpg.rf.d22722ad96d4f9337efb92d71576748a.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
IMG_20231213_173220__01_jpg.rf.49101d4f47bcbe85beb08f1a3cd5fd90.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
IMG_1152_JPEG.rf.1619913183f9032adc6670758a4a6d88.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
20231121_202525_jpg.rf.003e085d71f4c9aac61c6ef73f176bfa.jpg,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0
31b707e5-e6f7-49b2-8333-603da4160937_JPG.rf.4b23d4b3b68e94d88b89ef319768f7e6.jpg,0,0,0,0,1,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0
IMG_2405_JPEG.rf.fdf00fd0f7c7c1d3dbb6beb7e34ead16.jpg,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0
20231208_225244_jpg.rf.897e3a975cad98fc2cc2e5cf61ecfe3d.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
IMG_3283_jpg.rf.e1989099be8d18211d8862359d497a34.jpg,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
IMG_3297_jpg.rf.f449bd2ebae0d85f322c925fe5b7c1b2.jpg,0,0,0,1,0,0,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
IMG_3268_jpg.rf.8a5f0306903d99ec55eeb3c32a007ad5.jpg,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0
IMG_1012_JPEG.rf.97d331f1d13d37f1033664417637009f.jpg,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
IMG_20231001_132124_jpg.rf.daa6f12bd88c6b1245bc8900bf433656.jpg,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0
IMG_4118_jpg.rf.ac05b389263b797ff394c8a058568ea0.jpg,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
3ee7a677-3514-4629-9ca2-20d452e5a8d7_JPG.rf.f4cbbf8c87b1be64ad4c44fde74072d3.jpg,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0
IMG_0545_JPEG.rf.ab8c1a306cb5d272a5162cca4b72fb20.jpg,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0
20231208_225254_jpg.rf.5068a41867711bffd4012af0b1c510ec.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
IMG_3343_jpg.rf.d37346e9f8994c6437685ca2edb5d82f.jpg,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0
IMG_20231001_131855_jpg.rf.d16035e83eab11d6b8f09e5eb38c93bb.jpg,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8a62e304-2924-4586-a1e5-9730c30d607f_JPG.rf.e7336e8a7b891785a400c6862d11f977.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
IMG_3320_jpg.rf.fc3605d563b705425acc645cea5b31a7.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
20230924_085855_jpg.rf.2b58bc114df454318d97efaae58fca34.jpg,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,1,0
3c4623d8-9bdd-4672-9c75-e63ac03b2a84_JPG.rf.63e61f68631b3119535f5ca0370e2b74.jpg,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0
IMG_0911_JPEG.rf.f28229b6e6c03071e326fcb2c2a7b88f.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
IMG_20231213_173147__01_jpg.rf.eeeee91ee056493c3277a26c541a9d8c.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0
20231208_225239_jpg.rf.cc2f5d4fc8cd2131846e561ab6d7f1ee.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
d6cef8bd-36d9-40a0-9f3c-88fa80e74056_JPG.rf.33fa3f3c0682ebc2c48ec1b86e1de1c3.jpg,0,0,0,0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0
IMG_20231001_130356_jpg.rf.78c4b778c44359cc63764628043694d6.jpg,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0
20231208_224232_jpg.rf.93c9b5a4d7543ad17cca8dacadd5ad5d.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
d3991d43-af02-4722-8d32-4a1a6e101fe3_JPG.rf.e9f29b50e0e51ad8ccc2393107eca34d.jpg,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
IMG_20231022_210412_jpg.rf.573dbad6d62b04f3c7fb4a246d4f5f57.jpg,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0
IMG_2833_jpg.rf.beb922f36efd3f65379264a3190cf610.jpg,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
IMG_20231001_130909_jpg.rf.8e0defa3cdd0ca8918d58c3f742bccae.jpg,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
IMG_0694_JPEG.rf.069030227dbfc584944f62d3760e1598.jpg,0,1,0,0,1,1,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
IMG_2842_jpg.rf.cfa475a543f0bc16f89d48ded20997d6.jpg,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,0,0,0,1,0
IMG_0895_JPEG.rf.b7c026f82861d681a816aa6087df7e32.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
20231208_225230_jpg.rf.3aff7f084a90d2ad24c76194f459e49d.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
IMG_20231001_130910_jpg.rf.a1f80f3c2c2fdf428e6c1c68c1d6f03d.jpg,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
IMG_2891_jpg.rf.91d8ac5244845ad56332a1affbdc9236.jpg,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0
IMG_0706_JPEG.rf.59aa77461842cf6e23708aac27a21e95.jpg,0,1,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
IMG_2848_jpg.rf.d9ff6fa3000d1254cd646ad145c744f0.jpg,0,0,0,1,0,0,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0
IMG_0728_JPEG.rf.2edfd0300c5f66f0f1596dced3815fe6.jpg,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
IMG_0947_JPEG.rf.ad9bb5ba36b8836afba2a97b5abee7cb.jpg,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
IMG_1189_JPEG.rf.86fa27e488baa32905cf42a4a4f5c0e3.jpg,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0
IMG_0560_JPEG.rf.578ef879458f324e9ed8b758ae3ba65e.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,1,0,1,1
IMG_20231001_131850_jpg.rf.724de412324df1fb53f43ffae7fad785.jpg,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IMG_4471_jpg.rf.0004da9d69fa92abd092d3a432fb00ef.jpg,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
IMG_0522_JPEG.rf.8f00ac230f00a4a157facbc65dfaa976.jpg,0,0,0,0,1,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
IMG_0932_JPEG.rf.6f5269ad3ef6bce5b52dd7c97dba81b9.jpg,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
20230924_090306_jpg.rf.e4e3b542d41ef60868e0517022bc63ff.jpg,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1
20231001_202529_jpg.rf.085967dab04d10c7ccf5ab5c684a00ee.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
IMG_2399_JPEG.rf.82c9bbed05ebbfb2653d298de4d3a87e.jpg,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230929_205613_jpg.rf.cbb1bdcbf693b2124db566f43fa2eef7.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0
IMG_1157_JPEG.rf.0b4c53fb937e2046bed96b218c46f7e0.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
IMG_1004_JPEG.rf.b8c648fcca01447d6b6e87ad7e667193.jpg,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
IMG_1033_JPEG.rf.569c4ccc53839747ab5aa4b5db3b6b8b.jpg,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
IMG_1155_JPEG.rf.7cbc4f67432909918232b8393e60d753.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0
20230928_095605_jpg.rf.8086abebaa8fe52c70144d0724fe326f.jpg,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
IMG_1162_JPEG.rf.07e8feb595877948d8fd9587c5c3cb56.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
20231001_202625_jpg.rf.98fa344d676d4217df1c2de578a967d0.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
IMG_2401_JPEG.rf.2dac9c25859607860f16190bca5fb61d.jpg,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
IMG_4543_jpg.rf.b9109514bbed73ceca546c80f66d93f2.jpg,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
IMG_20231029_125402__01_jpg.rf.46100846e705136e13aa2677920b1673.jpg,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0
IMG_20231001_133543_jpg.rf.d7506cbbf962025ebc5b231b338da9db.jpg,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
IMG_0901_JPEG.rf.ce89327b85d4104c2e67e13cb7ae57e7.jpg,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
20231208_224303_jpg.rf.4541d42199bb08d8d5cfc34526f71895.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0
IMG_0718_JPEG.rf.a04d7e29e7ba5dbb60138ccde172a6f6.jpg,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,1
IMG_1031_JPEG.rf.3250d6227ad3c2c68fda129ea95c20e6.jpg,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
IMG_20231213_173718_jpg.rf.acccb7530053ad9d32097f77c59892c6.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
IMG_20230929_205647_jpg.rf.e84c29204c4e489e4ec8fd6ce7f7c0cb.jpg,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
IMG_0570_JPEG.rf.78d57703c127bd9541f53696b91cb6a0.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1
IMG_2910_jpg.rf.0c8221e089bda7763ec10aa1afe6eb37.jpg,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
IMG_1047_JPEG.rf.59772b9d4fcdba062fc38c48c5e0c7c4.jpg,0,0,0,0,1,0,0,0,1,1,0,0,1,1,0,1,1,0,0,0,0,0,1,1,0
20231120_162836_jpg.rf.7c743024dd01860865c1a7607d57863c.jpg,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
20231120_162544_jpg.rf.eb6aea0196eab1b169ab8214cb9ca979.jpg,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
20231121_201115_jpg.rf.1f2120219daa4824319ac90462867e00.jpg,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
IMG_20230929_205312_jpg.rf.2d7d1f83822415a6503dfb641d4d1d23.jpg,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0
20230928_095917_jpg.rf.6a685ca8b233e32f30709ee6ded59620.jpg,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1
ce186474-ff67-4e1f-b7ea-cc7b0dd7c952_JPG.rf.5feeb2bb3fc30fe8b7470d69791b7674.jpg,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0
IMG_2816_jpg.rf.17911e544ddd650f579da7187f6ff82d.jpg,0,0,0,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
c8def791-6612-4f37-aa8b-747d833c6a85_JPG.rf.0deea6748650c776586c768511e0b4fd.jpg,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0
IMG_4457_jpg.rf.748af5721ad060f5cd836ea0551dad57.jpg,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
IMG_4484_jpg.rf.3fd8a331b59b23dd3cff1c17229beb0c.jpg,0,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
IMG_20231001_125946_jpg.rf.c697ff3c36ab6917727b4a165bb61f95.jpg,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
IMG_4122_jpg.rf.08adf2e68adcf963e8d1d0ed0b626433.jpg,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
IMG_20231213_173724_jpg.rf.2855c2ff03e4c52f68208d1d33d6d400.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0
IMG_0926_JPEG.rf.7d98a84bd18801148a81261b79b2d9a7.jpg,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0
20230925_091705_jpg.rf.baaf19f1f52234baa9f8765f5c8be17a.jpg,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,1,0,1,1
IMG_2829_jpg.rf.5c5eb2dc9769e4da94d6e9a8727a423c.jpg,0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
IMG_4281_jpg.rf.28e23d62037566c846655eb5d6249820.jpg,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
IMG_4469_jpg.rf.1be5a237f793d1d45f7d036b59ff72c2.jpg,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
20231120_162528_jpg.rf.105eaacd643855f30baa9346ba568f0f.jpg,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,1,0
20231208_225214_jpg.rf.12dcea722df4f507efe14a89ecee41f8.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
20231208_225021_jpg.rf.3a46be84e357c6e108f12d53e56b4625.jpg,0,0,0,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0
IMG_2882_jpg.rf.39e2dd8b86fd91a67f7c803db59cdeb1.jpg,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,0
